,Notes,State,State Code,Year,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population
6104,,Montana,30,2005.0,Other and unspecified narcotics,T40.6,Suppressed,940102
6105,,Montana,30,2005.0,Cannabis (derivatives),T40.7,Suppressed,940102
6106,,Montana,30,2005.0,Lysergide [LSD],T40.8,Suppressed,940102
6107,,Montana,30,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,940102
6108,Total,Montana,30,2005.0,,,55,940102
6109,,Montana,30,2006.0,Opium,T40.0,Suppressed,952692
6110,,Montana,30,2006.0,Heroin,T40.1,Suppressed,952692
6111,,Montana,30,2006.0,Other opioids,T40.2,15,952692
6112,,Montana,30,2006.0,Methadone,T40.3,29,952692
6113,,Montana,30,2006.0,Other synthetic narcotics,T40.4,Suppressed,952692
6114,,Montana,30,2006.0,Cocaine,T40.5,Suppressed,952692
6115,,Montana,30,2006.0,Other and unspecified narcotics,T40.6,Suppressed,952692
6116,,Montana,30,2006.0,Cannabis (derivatives),T40.7,Suppressed,952692
6117,,Montana,30,2006.0,Lysergide [LSD],T40.8,Suppressed,952692
6118,,Montana,30,2006.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,952692
6119,Total,Montana,30,2006.0,,,62,952692
6120,,Montana,30,2007.0,Opium,T40.0,Suppressed,964706
6121,,Montana,30,2007.0,Heroin,T40.1,Suppressed,964706
6122,,Montana,30,2007.0,Other opioids,T40.2,25,964706
6123,,Montana,30,2007.0,Methadone,T40.3,27,964706
6124,,Montana,30,2007.0,Other synthetic narcotics,T40.4,Suppressed,964706
6125,,Montana,30,2007.0,Cocaine,T40.5,Suppressed,964706
6126,,Montana,30,2007.0,Other and unspecified narcotics,T40.6,Suppressed,964706
6127,,Montana,30,2007.0,Cannabis (derivatives),T40.7,Suppressed,964706
6128,,Montana,30,2007.0,Lysergide [LSD],T40.8,Suppressed,964706
6129,,Montana,30,2007.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,964706
6130,Total,Montana,30,2007.0,,,70,964706
6131,,Montana,30,2008.0,Opium,T40.0,Suppressed,976415
6132,,Montana,30,2008.0,Heroin,T40.1,Suppressed,976415
6133,,Montana,30,2008.0,Other opioids,T40.2,27,976415
6134,,Montana,30,2008.0,Methadone,T40.3,26,976415
6135,,Montana,30,2008.0,Other synthetic narcotics,T40.4,16,976415
6136,,Montana,30,2008.0,Cocaine,T40.5,Suppressed,976415
6137,,Montana,30,2008.0,Other and unspecified narcotics,T40.6,Suppressed,976415
6138,,Montana,30,2008.0,Cannabis (derivatives),T40.7,Suppressed,976415
6139,,Montana,30,2008.0,Lysergide [LSD],T40.8,Suppressed,976415
6140,,Montana,30,2008.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,976415
6141,Total,Montana,30,2008.0,,,75,976415
6142,,Montana,30,2009.0,Opium,T40.0,Suppressed,983982
6143,,Montana,30,2009.0,Heroin,T40.1,Suppressed,983982
6144,,Montana,30,2009.0,Other opioids,T40.2,45,983982
6145,,Montana,30,2009.0,Methadone,T40.3,39,983982
6146,,Montana,30,2009.0,Other synthetic narcotics,T40.4,21,983982
6147,,Montana,30,2009.0,Cocaine,T40.5,Suppressed,983982
6148,,Montana,30,2009.0,Other and unspecified narcotics,T40.6,Suppressed,983982
6149,,Montana,30,2009.0,Cannabis (derivatives),T40.7,Suppressed,983982
6150,,Montana,30,2009.0,Lysergide [LSD],T40.8,Suppressed,983982
6151,,Montana,30,2009.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,983982
6152,Total,Montana,30,2009.0,,,107,983982
6153,,Montana,30,2010.0,Opium,T40.0,Suppressed,989415
6154,,Montana,30,2010.0,Heroin,T40.1,Suppressed,989415
6155,,Montana,30,2010.0,Other opioids,T40.2,34,989415
6156,,Montana,30,2010.0,Methadone,T40.3,12,989415
6157,,Montana,30,2010.0,Other synthetic narcotics,T40.4,10,989415
6158,,Montana,30,2010.0,Cocaine,T40.5,Suppressed,989415
6159,,Montana,30,2010.0,Other and unspecified narcotics,T40.6,Suppressed,989415
6160,,Montana,30,2010.0,Cannabis (derivatives),T40.7,Suppressed,989415
6161,,Montana,30,2010.0,Lysergide [LSD],T40.8,Suppressed,989415
6162,,Montana,30,2010.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,989415
6163,Total,Montana,30,2010.0,,,61,989415
6164,,Montana,30,2011.0,Opium,T40.0,Suppressed,998199
6165,,Montana,30,2011.0,Heroin,T40.1,Suppressed,998199
6166,,Montana,30,2011.0,Other opioids,T40.2,32,998199
6167,,Montana,30,2011.0,Methadone,T40.3,20,998199
6168,,Montana,30,2011.0,Other synthetic narcotics,T40.4,14,998199
6169,,Montana,30,2011.0,Cocaine,T40.5,Suppressed,998199
6170,,Montana,30,2011.0,Other and unspecified narcotics,T40.6,Suppressed,998199
6171,,Montana,30,2011.0,Cannabis (derivatives),T40.7,Suppressed,998199
6172,,Montana,30,2011.0,Lysergide [LSD],T40.8,Suppressed,998199
6173,,Montana,30,2011.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,998199
6174,Total,Montana,30,2011.0,,,73,998199
6175,,Montana,30,2012.0,Opium,T40.0,Suppressed,1005141
6176,,Montana,30,2012.0,Heroin,T40.1,Suppressed,1005141
6177,,Montana,30,2012.0,Other opioids,T40.2,27,1005141
6178,,Montana,30,2012.0,Methadone,T40.3,13,1005141
6179,,Montana,30,2012.0,Other synthetic narcotics,T40.4,13,1005141
6180,,Montana,30,2012.0,Cocaine,T40.5,Suppressed,1005141
6181,,Montana,30,2012.0,Other and unspecified narcotics,T40.6,Suppressed,1005141
6182,,Montana,30,2012.0,Cannabis (derivatives),T40.7,Suppressed,1005141
6183,,Montana,30,2012.0,Lysergide [LSD],T40.8,Suppressed,1005141
6184,,Montana,30,2012.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1005141
6185,Total,Montana,30,2012.0,,,60,1005141
6186,,Montana,30,2013.0,Opium,T40.0,Suppressed,1015165
6187,,Montana,30,2013.0,Heroin,T40.1,Suppressed,1015165
6188,,Montana,30,2013.0,Other opioids,T40.2,43,1015165
6189,,Montana,30,2013.0,Methadone,T40.3,14,1015165
6190,,Montana,30,2013.0,Other synthetic narcotics,T40.4,Suppressed,1015165
6191,,Montana,30,2013.0,Cocaine,T40.5,Suppressed,1015165
6192,,Montana,30,2013.0,Other and unspecified narcotics,T40.6,Suppressed,1015165
6193,,Montana,30,2013.0,Cannabis (derivatives),T40.7,Suppressed,1015165
6194,,Montana,30,2013.0,Lysergide [LSD],T40.8,Suppressed,1015165
6195,,Montana,30,2013.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1015165
6196,Total,Montana,30,2013.0,,,76,1015165
6197,,Montana,30,2014.0,Opium,T40.0,Suppressed,1023579
6198,,Montana,30,2014.0,Heroin,T40.1,Suppressed,1023579
6199,,Montana,30,2014.0,Other opioids,T40.2,22,1023579
6200,,Montana,30,2014.0,Methadone,T40.3,16,1023579
6201,,Montana,30,2014.0,Other synthetic narcotics,T40.4,14,1023579
6202,,Montana,30,2014.0,Cocaine,T40.5,Suppressed,1023579
6203,,Montana,30,2014.0,Other and unspecified narcotics,T40.6,Suppressed,1023579
6204,,Montana,30,2014.0,Cannabis (derivatives),T40.7,Suppressed,1023579
6205,,Montana,30,2014.0,Lysergide [LSD],T40.8,Suppressed,1023579
6206,,Montana,30,2014.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1023579
6207,Total,Montana,30,2014.0,,,66,1023579
6208,,Montana,30,2015.0,Opium,T40.0,Suppressed,1032949
6209,,Montana,30,2015.0,Heroin,T40.1,Suppressed,1032949
6210,,Montana,30,2015.0,Other opioids,T40.2,27,1032949
6211,,Montana,30,2015.0,Methadone,T40.3,Suppressed,1032949
6212,,Montana,30,2015.0,Other synthetic narcotics,T40.4,Suppressed,1032949
6213,,Montana,30,2015.0,Cocaine,T40.5,Suppressed,1032949
6214,,Montana,30,2015.0,Other and unspecified narcotics,T40.6,Suppressed,1032949
6215,,Montana,30,2015.0,Cannabis (derivatives),T40.7,Suppressed,1032949
6216,,Montana,30,2015.0,Lysergide [LSD],T40.8,Suppressed,1032949
6217,,Montana,30,2015.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1032949
6218,Total,Montana,30,2015.0,,,57,1032949
6219,,Montana,30,2016.0,Opium,T40.0,Suppressed,1042520
6220,,Montana,30,2016.0,Heroin,T40.1,Suppressed,1042520
6221,,Montana,30,2016.0,Other opioids,T40.2,12,1042520
6222,,Montana,30,2016.0,Methadone,T40.3,Suppressed,1042520
6223,,Montana,30,2016.0,Other synthetic narcotics,T40.4,15,1042520
6224,,Montana,30,2016.0,Cocaine,T40.5,Suppressed,1042520
6225,,Montana,30,2016.0,Other and unspecified narcotics,T40.6,Suppressed,1042520
6226,,Montana,30,2016.0,Cannabis (derivatives),T40.7,Suppressed,1042520
6227,,Montana,30,2016.0,Lysergide [LSD],T40.8,Suppressed,1042520
6228,,Montana,30,2016.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1042520
6229,Total,Montana,30,2016.0,,,52,1042520
6230,,Montana,30,2017.0,Opium,T40.0,Suppressed,1050493
6231,,Montana,30,2017.0,Heroin,T40.1,Suppressed,1050493
6232,,Montana,30,2017.0,Other opioids,T40.2,22,1050493
6233,,Montana,30,2017.0,Methadone,T40.3,Suppressed,1050493
6234,,Montana,30,2017.0,Other synthetic narcotics,T40.4,Suppressed,1050493
6235,,Montana,30,2017.0,Cocaine,T40.5,Suppressed,1050493
6236,,Montana,30,2017.0,Other and unspecified narcotics,T40.6,Suppressed,1050493
6237,,Montana,30,2017.0,Cannabis (derivatives),T40.7,Suppressed,1050493
6238,,Montana,30,2017.0,Lysergide [LSD],T40.8,Suppressed,1050493
6239,,Montana,30,2017.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1050493
6240,Total,Montana,30,2017.0,,,48,1050493
6241,,Montana,30,2018.0,Opium,T40.0,Suppressed,1062305
6242,,Montana,30,2018.0,Heroin,T40.1,22,1062305
6243,,Montana,30,2018.0,Other opioids,T40.2,23,1062305
6244,,Montana,30,2018.0,Methadone,T40.3,Suppressed,1062305
6245,,Montana,30,2018.0,Other synthetic narcotics,T40.4,11,1062305
6246,,Montana,30,2018.0,Cocaine,T40.5,Suppressed,1062305
6247,,Montana,30,2018.0,Other and unspecified narcotics,T40.6,12,1062305
6248,,Montana,30,2018.0,Cannabis (derivatives),T40.7,Suppressed,1062305
6249,,Montana,30,2018.0,Lysergide [LSD],T40.8,Suppressed,1062305
6250,,Montana,30,2018.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1062305
6251,Total,Montana,30,2018.0,,,77,1062305
6252,,Montana,30,2019.0,Opium,T40.0,Suppressed,1068778
6253,,Montana,30,2019.0,Heroin,T40.1,27,1068778
6254,,Montana,30,2019.0,Other opioids,T40.2,26,1068778
6255,,Montana,30,2019.0,Methadone,T40.3,10,1068778
6256,,Montana,30,2019.0,Other synthetic narcotics,T40.4,18,1068778
6257,,Montana,30,2019.0,Cocaine,T40.5,Suppressed,1068778
6258,,Montana,30,2019.0,Other and unspecified narcotics,T40.6,Suppressed,1068778
6259,,Montana,30,2019.0,Cannabis (derivatives),T40.7,Suppressed,1068778
6260,,Montana,30,2019.0,Lysergide [LSD],T40.8,Suppressed,1068778
6261,,Montana,30,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1068778
6262,Total,Montana,30,2019.0,,,92,1068778
6263,Total,Montana,30,,,,1221,20574410
6264,,Nebraska,31,1999.0,Opium,T40.0,Suppressed,1704764
6265,,Nebraska,31,1999.0,Heroin,T40.1,Suppressed,1704764
6266,,Nebraska,31,1999.0,Other opioids,T40.2,Suppressed,1704764
6267,,Nebraska,31,1999.0,Methadone,T40.3,Suppressed,1704764
6268,,Nebraska,31,1999.0,Other synthetic narcotics,T40.4,Suppressed,1704764
6269,,Nebraska,31,1999.0,Cocaine,T40.5,Suppressed,1704764
6270,,Nebraska,31,1999.0,Other and unspecified narcotics,T40.6,Suppressed,1704764
6271,,Nebraska,31,1999.0,Cannabis (derivatives),T40.7,Suppressed,1704764
6272,,Nebraska,31,1999.0,Lysergide [LSD],T40.8,Suppressed,1704764
6273,,Nebraska,31,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1704764
6274,Total,Nebraska,31,1999.0,,,10,1704764
6275,,Nebraska,31,2000.0,Opium,T40.0,Suppressed,1711263
6276,,Nebraska,31,2000.0,Heroin,T40.1,Suppressed,1711263
6277,,Nebraska,31,2000.0,Other opioids,T40.2,Suppressed,1711263
6278,,Nebraska,31,2000.0,Methadone,T40.3,Suppressed,1711263
6279,,Nebraska,31,2000.0,Other synthetic narcotics,T40.4,Suppressed,1711263
6280,,Nebraska,31,2000.0,Cocaine,T40.5,Suppressed,1711263
6281,,Nebraska,31,2000.0,Other and unspecified narcotics,T40.6,Suppressed,1711263
6282,,Nebraska,31,2000.0,Cannabis (derivatives),T40.7,Suppressed,1711263
6283,,Nebraska,31,2000.0,Lysergide [LSD],T40.8,Suppressed,1711263
6284,,Nebraska,31,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1711263
6285,Total,Nebraska,31,2000.0,,,22,1711263
6286,,Nebraska,31,2001.0,Opium,T40.0,Suppressed,1719836
6287,,Nebraska,31,2001.0,Heroin,T40.1,Suppressed,1719836
6288,,Nebraska,31,2001.0,Other opioids,T40.2,16,1719836
6289,,Nebraska,31,2001.0,Methadone,T40.3,Suppressed,1719836
6290,,Nebraska,31,2001.0,Other synthetic narcotics,T40.4,10,1719836
6291,,Nebraska,31,2001.0,Cocaine,T40.5,Suppressed,1719836
6292,,Nebraska,31,2001.0,Other and unspecified narcotics,T40.6,Suppressed,1719836
6293,,Nebraska,31,2001.0,Cannabis (derivatives),T40.7,Suppressed,1719836
6294,,Nebraska,31,2001.0,Lysergide [LSD],T40.8,Suppressed,1719836
6295,,Nebraska,31,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1719836
6296,Total,Nebraska,31,2001.0,,,39,1719836
6297,,Nebraska,31,2002.0,Opium,T40.0,Suppressed,1728292
6298,,Nebraska,31,2002.0,Heroin,T40.1,Suppressed,1728292
6299,,Nebraska,31,2002.0,Other opioids,T40.2,11,1728292
6300,,Nebraska,31,2002.0,Methadone,T40.3,Suppressed,1728292
6301,,Nebraska,31,2002.0,Other synthetic narcotics,T40.4,Suppressed,1728292
6302,,Nebraska,31,2002.0,Cocaine,T40.5,Suppressed,1728292
6303,,Nebraska,31,2002.0,Other and unspecified narcotics,T40.6,Suppressed,1728292
6304,,Nebraska,31,2002.0,Cannabis (derivatives),T40.7,Suppressed,1728292
6305,,Nebraska,31,2002.0,Lysergide [LSD],T40.8,Suppressed,1728292
6306,,Nebraska,31,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1728292
6307,Total,Nebraska,31,2002.0,,,33,1728292
6308,,Nebraska,31,2003.0,Opium,T40.0,Suppressed,1738643
6309,,Nebraska,31,2003.0,Heroin,T40.1,Suppressed,1738643
6310,,Nebraska,31,2003.0,Other opioids,T40.2,11,1738643
6311,,Nebraska,31,2003.0,Methadone,T40.3,Suppressed,1738643
6312,,Nebraska,31,2003.0,Other synthetic narcotics,T40.4,Suppressed,1738643
6313,,Nebraska,31,2003.0,Cocaine,T40.5,Suppressed,1738643
6314,,Nebraska,31,2003.0,Other and unspecified narcotics,T40.6,Suppressed,1738643
6315,,Nebraska,31,2003.0,Cannabis (derivatives),T40.7,Suppressed,1738643
6316,,Nebraska,31,2003.0,Lysergide [LSD],T40.8,Suppressed,1738643
6317,,Nebraska,31,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1738643
6318,Total,Nebraska,31,2003.0,,,22,1738643
6319,,Nebraska,31,2004.0,Opium,T40.0,Suppressed,1749370
6320,,Nebraska,31,2004.0,Heroin,T40.1,Suppressed,1749370
6321,,Nebraska,31,2004.0,Other opioids,T40.2,20,1749370
6322,,Nebraska,31,2004.0,Methadone,T40.3,Suppressed,1749370
6323,,Nebraska,31,2004.0,Other synthetic narcotics,T40.4,Suppressed,1749370
6324,,Nebraska,31,2004.0,Cocaine,T40.5,Suppressed,1749370
6325,,Nebraska,31,2004.0,Other and unspecified narcotics,T40.6,Suppressed,1749370
6326,,Nebraska,31,2004.0,Cannabis (derivatives),T40.7,Suppressed,1749370
6327,,Nebraska,31,2004.0,Lysergide [LSD],T40.8,Suppressed,1749370
6328,,Nebraska,31,2004.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1749370
6329,Total,Nebraska,31,2004.0,,,35,1749370
6330,,Nebraska,31,2005.0,Opium,T40.0,Suppressed,1761497
6331,,Nebraska,31,2005.0,Heroin,T40.1,Suppressed,1761497
6332,,Nebraska,31,2005.0,Other opioids,T40.2,25,1761497
6333,,Nebraska,31,2005.0,Methadone,T40.3,12,1761497
6334,,Nebraska,31,2005.0,Other synthetic narcotics,T40.4,Suppressed,1761497
6335,,Nebraska,31,2005.0,Cocaine,T40.5,Suppressed,1761497
6336,,Nebraska,31,2005.0,Other and unspecified narcotics,T40.6,Suppressed,1761497
6337,,Nebraska,31,2005.0,Cannabis (derivatives),T40.7,Suppressed,1761497
6338,,Nebraska,31,2005.0,Lysergide [LSD],T40.8,Suppressed,1761497
6339,,Nebraska,31,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1761497
6340,Total,Nebraska,31,2005.0,,,54,1761497
6341,,Nebraska,31,2006.0,Opium,T40.0,Suppressed,1772693
6342,,Nebraska,31,2006.0,Heroin,T40.1,Suppressed,1772693
6343,,Nebraska,31,2006.0,Other opioids,T40.2,18,1772693
6344,,Nebraska,31,2006.0,Methadone,T40.3,10,1772693
6345,,Nebraska,31,2006.0,Other synthetic narcotics,T40.4,Suppressed,1772693
6346,,Nebraska,31,2006.0,Cocaine,T40.5,Suppressed,1772693
6347,,Nebraska,31,2006.0,Other and unspecified narcotics,T40.6,Suppressed,1772693
6348,,Nebraska,31,2006.0,Cannabis (derivatives),T40.7,Suppressed,1772693
6349,,Nebraska,31,2006.0,Lysergide [LSD],T40.8,Suppressed,1772693
6350,,Nebraska,31,2006.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1772693
6351,Total,Nebraska,31,2006.0,,,47,1772693
6352,,Nebraska,31,2007.0,Opium,T40.0,Suppressed,1783440
6353,,Nebraska,31,2007.0,Heroin,T40.1,Suppressed,1783440
6354,,Nebraska,31,2007.0,Other opioids,T40.2,23,1783440
6355,,Nebraska,31,2007.0,Methadone,T40.3,14,1783440
6356,,Nebraska,31,2007.0,Other synthetic narcotics,T40.4,Suppressed,1783440
6357,,Nebraska,31,2007.0,Cocaine,T40.5,Suppressed,1783440
6358,,Nebraska,31,2007.0,Other and unspecified narcotics,T40.6,Suppressed,1783440
6359,,Nebraska,31,2007.0,Cannabis (derivatives),T40.7,Suppressed,1783440
6360,,Nebraska,31,2007.0,Lysergide [LSD],T40.8,Suppressed,1783440
6361,,Nebraska,31,2007.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1783440
6362,Total,Nebraska,31,2007.0,,,48,1783440
6363,,Nebraska,31,2008.0,Opium,T40.0,Suppressed,1796378
6364,,Nebraska,31,2008.0,Heroin,T40.1,Suppressed,1796378
6365,,Nebraska,31,2008.0,Other opioids,T40.2,14,1796378
6366,,Nebraska,31,2008.0,Methadone,T40.3,10,1796378
6367,,Nebraska,31,2008.0,Other synthetic narcotics,T40.4,Suppressed,1796378
6368,,Nebraska,31,2008.0,Cocaine,T40.5,Suppressed,1796378
6369,,Nebraska,31,2008.0,Other and unspecified narcotics,T40.6,Suppressed,1796378
6370,,Nebraska,31,2008.0,Cannabis (derivatives),T40.7,Suppressed,1796378
6371,,Nebraska,31,2008.0,Lysergide [LSD],T40.8,Suppressed,1796378
6372,,Nebraska,31,2008.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1796378
6373,Total,Nebraska,31,2008.0,,,38,1796378
6374,,Nebraska,31,2009.0,Opium,T40.0,Suppressed,1812683
6375,,Nebraska,31,2009.0,Heroin,T40.1,Suppressed,1812683
6376,,Nebraska,31,2009.0,Other opioids,T40.2,36,1812683
6377,,Nebraska,31,2009.0,Methadone,T40.3,20,1812683
6378,,Nebraska,31,2009.0,Other synthetic narcotics,T40.4,11,1812683
6379,,Nebraska,31,2009.0,Cocaine,T40.5,Suppressed,1812683
6380,,Nebraska,31,2009.0,Other and unspecified narcotics,T40.6,Suppressed,1812683
6381,,Nebraska,31,2009.0,Cannabis (derivatives),T40.7,Suppressed,1812683
6382,,Nebraska,31,2009.0,Lysergide [LSD],T40.8,Suppressed,1812683
6383,,Nebraska,31,2009.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1812683
6384,Total,Nebraska,31,2009.0,,,75,1812683
6385,,Nebraska,31,2010.0,Opium,T40.0,Suppressed,1826341
6386,,Nebraska,31,2010.0,Heroin,T40.1,Suppressed,1826341
6387,,Nebraska,31,2010.0,Other opioids,T40.2,35,1826341
6388,,Nebraska,31,2010.0,Methadone,T40.3,15,1826341
6389,,Nebraska,31,2010.0,Other synthetic narcotics,T40.4,21,1826341
6390,,Nebraska,31,2010.0,Cocaine,T40.5,Suppressed,1826341
6391,,Nebraska,31,2010.0,Other and unspecified narcotics,T40.6,Suppressed,1826341
6392,,Nebraska,31,2010.0,Cannabis (derivatives),T40.7,Suppressed,1826341
6393,,Nebraska,31,2010.0,Lysergide [LSD],T40.8,Suppressed,1826341
6394,,Nebraska,31,2010.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1826341
6395,Total,Nebraska,31,2010.0,,,74,1826341
6396,,Nebraska,31,2011.0,Opium,T40.0,Suppressed,1842641
6397,,Nebraska,31,2011.0,Heroin,T40.1,Suppressed,1842641
6398,,Nebraska,31,2011.0,Other opioids,T40.2,33,1842641
6399,,Nebraska,31,2011.0,Methadone,T40.3,19,1842641
6400,,Nebraska,31,2011.0,Other synthetic narcotics,T40.4,Suppressed,1842641
6401,,Nebraska,31,2011.0,Cocaine,T40.5,10,1842641
6402,,Nebraska,31,2011.0,Other and unspecified narcotics,T40.6,Suppressed,1842641
6403,,Nebraska,31,2011.0,Cannabis (derivatives),T40.7,Suppressed,1842641
6404,,Nebraska,31,2011.0,Lysergide [LSD],T40.8,Suppressed,1842641
6405,,Nebraska,31,2011.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1842641
6406,Total,Nebraska,31,2011.0,,,72,1842641
6407,,Nebraska,31,2012.0,Opium,T40.0,Suppressed,1855525
6408,,Nebraska,31,2012.0,Heroin,T40.1,Suppressed,1855525
6409,,Nebraska,31,2012.0,Other opioids,T40.2,30,1855525
6410,,Nebraska,31,2012.0,Methadone,T40.3,23,1855525
6411,,Nebraska,31,2012.0,Other synthetic narcotics,T40.4,11,1855525
6412,,Nebraska,31,2012.0,Cocaine,T40.5,Suppressed,1855525
6413,,Nebraska,31,2012.0,Other and unspecified narcotics,T40.6,Suppressed,1855525
6414,,Nebraska,31,2012.0,Cannabis (derivatives),T40.7,Suppressed,1855525
6415,,Nebraska,31,2012.0,Lysergide [LSD],T40.8,Suppressed,1855525
6416,,Nebraska,31,2012.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1855525
6417,Total,Nebraska,31,2012.0,,,81,1855525
6418,,Nebraska,31,2013.0,Opium,T40.0,Suppressed,1868516
6419,,Nebraska,31,2013.0,Heroin,T40.1,Suppressed,1868516
6420,,Nebraska,31,2013.0,Other opioids,T40.2,34,1868516
6421,,Nebraska,31,2013.0,Methadone,T40.3,Suppressed,1868516
6422,,Nebraska,31,2013.0,Other synthetic narcotics,T40.4,Suppressed,1868516
6423,,Nebraska,31,2013.0,Cocaine,T40.5,Suppressed,1868516
6424,,Nebraska,31,2013.0,Other and unspecified narcotics,T40.6,Suppressed,1868516
6425,,Nebraska,31,2013.0,Cannabis (derivatives),T40.7,Suppressed,1868516
6426,,Nebraska,31,2013.0,Lysergide [LSD],T40.8,Suppressed,1868516
6427,,Nebraska,31,2013.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1868516
6428,Total,Nebraska,31,2013.0,,,55,1868516
6429,,Nebraska,31,2014.0,Opium,T40.0,Suppressed,1881503
6430,,Nebraska,31,2014.0,Heroin,T40.1,Suppressed,1881503
6431,,Nebraska,31,2014.0,Other opioids,T40.2,32,1881503
6432,,Nebraska,31,2014.0,Methadone,T40.3,Suppressed,1881503
6433,,Nebraska,31,2014.0,Other synthetic narcotics,T40.4,13,1881503
6434,,Nebraska,31,2014.0,Cocaine,T40.5,Suppressed,1881503
6435,,Nebraska,31,2014.0,Other and unspecified narcotics,T40.6,Suppressed,1881503
6436,,Nebraska,31,2014.0,Cannabis (derivatives),T40.7,Suppressed,1881503
6437,,Nebraska,31,2014.0,Lysergide [LSD],T40.8,Suppressed,1881503
6438,,Nebraska,31,2014.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1881503
6439,Total,Nebraska,31,2014.0,,,70,1881503
6440,,Nebraska,31,2015.0,Opium,T40.0,Suppressed,1896190
6441,,Nebraska,31,2015.0,Heroin,T40.1,Suppressed,1896190
6442,,Nebraska,31,2015.0,Other opioids,T40.2,33,1896190
6443,,Nebraska,31,2015.0,Methadone,T40.3,12,1896190
6444,,Nebraska,31,2015.0,Other synthetic narcotics,T40.4,14,1896190
6445,,Nebraska,31,2015.0,Cocaine,T40.5,Suppressed,1896190
6446,,Nebraska,31,2015.0,Other and unspecified narcotics,T40.6,Suppressed,1896190
6447,,Nebraska,31,2015.0,Cannabis (derivatives),T40.7,Suppressed,1896190
6448,,Nebraska,31,2015.0,Lysergide [LSD],T40.8,Suppressed,1896190
6449,,Nebraska,31,2015.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1896190
6450,Total,Nebraska,31,2015.0,,,78,1896190
6451,,Nebraska,31,2016.0,Opium,T40.0,Suppressed,1907116
6452,,Nebraska,31,2016.0,Heroin,T40.1,Suppressed,1907116
6453,,Nebraska,31,2016.0,Other opioids,T40.2,24,1907116
6454,,Nebraska,31,2016.0,Methadone,T40.3,Suppressed,1907116
6455,,Nebraska,31,2016.0,Other synthetic narcotics,T40.4,14,1907116
6456,,Nebraska,31,2016.0,Cocaine,T40.5,10,1907116
6457,,Nebraska,31,2016.0,Other and unspecified narcotics,T40.6,Suppressed,1907116
6458,,Nebraska,31,2016.0,Cannabis (derivatives),T40.7,Suppressed,1907116
6459,,Nebraska,31,2016.0,Lysergide [LSD],T40.8,Suppressed,1907116
6460,,Nebraska,31,2016.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1907116
6461,Total,Nebraska,31,2016.0,,,63,1907116
6462,,Nebraska,31,2017.0,Opium,T40.0,Suppressed,1920076
6463,,Nebraska,31,2017.0,Heroin,T40.1,Suppressed,1920076
6464,,Nebraska,31,2017.0,Other opioids,T40.2,34,1920076
6465,,Nebraska,31,2017.0,Methadone,T40.3,Suppressed,1920076
6466,,Nebraska,31,2017.0,Other synthetic narcotics,T40.4,25,1920076
6467,,Nebraska,31,2017.0,Cocaine,T40.5,Suppressed,1920076
6468,,Nebraska,31,2017.0,Other and unspecified narcotics,T40.6,Suppressed,1920076
6469,,Nebraska,31,2017.0,Cannabis (derivatives),T40.7,Suppressed,1920076
