,State,Year,Multiple Cause of death,Population,Deaths,Crude Rate
2794,Montana,2011,Other opioids,998199,32,3.21
2795,Montana,2012,Cocaine,1005141,5,0.5
2796,Montana,2012,Heroin,1005141,5,0.5
2797,Montana,2012,Methadone,1005141,13,1.29
2798,Montana,2012,Other narcotics,1005141,18,1.79
2799,Montana,2012,Other opioids,1005141,27,2.69
2800,Montana,2013,Cocaine,1015165,5,0.49
2801,Montana,2013,Heroin,1015165,5,0.49
2802,Montana,2013,Methadone,1015165,14,1.38
2803,Montana,2013,Other narcotics,1015165,10,0.99
2804,Montana,2013,Other opioids,1015165,43,4.24
2805,Montana,2014,Cocaine,1023579,5,0.49
2806,Montana,2014,Heroin,1023579,5,0.49
2807,Montana,2014,Methadone,1023579,16,1.56
2808,Montana,2014,Other narcotics,1023579,19,1.86
2809,Montana,2014,Other opioids,1023579,22,2.15
2810,Montana,2015,Cocaine,1032949,5,0.48
2811,Montana,2015,Heroin,1032949,5,0.48
2812,Montana,2015,Methadone,1032949,5,0.48
2813,Montana,2015,Other narcotics,1032949,10,0.97
2814,Montana,2015,Other opioids,1032949,27,2.61
2815,Montana,2016,Cocaine,1042520,5,0.48
2816,Montana,2016,Heroin,1042520,5,0.48
2817,Montana,2016,Methadone,1042520,5,0.48
2818,Montana,2016,Other narcotics,1042520,20,1.92
2819,Montana,2016,Other opioids,1042520,12,1.15
2820,Montana,2017,Cocaine,1050493,5,0.48
2821,Montana,2017,Heroin,1050493,5,0.48
2822,Montana,2017,Methadone,1050493,5,0.48
2823,Montana,2017,Other narcotics,1050493,10,0.95
2824,Montana,2017,Other opioids,1050493,22,2.09
2825,Montana,2018,Cocaine,1062305,5,0.47
2826,Montana,2018,Heroin,1062305,22,2.07
2827,Montana,2018,Methadone,1062305,5,0.47
2828,Montana,2018,Other narcotics,1062305,23,2.17
2829,Montana,2018,Other opioids,1062305,23,2.17
2830,Montana,2019,Cocaine,1068778,5,0.47
2831,Montana,2019,Heroin,1068778,27,2.53
2832,Montana,2019,Methadone,1068778,10,0.94
2833,Montana,2019,Other narcotics,1068778,23,2.15
2834,Montana,2019,Other opioids,1068778,26,2.43
2835,Nebraska,1999,Cocaine,1704764,5,0.29
2836,Nebraska,1999,Heroin,1704764,5,0.29
2837,Nebraska,1999,Methadone,1704764,5,0.29
2838,Nebraska,1999,Other narcotics,1704764,10,0.59
2839,Nebraska,1999,Other opioids,1704764,5,0.29
2840,Nebraska,2000,Cocaine,1711263,5,0.29
2841,Nebraska,2000,Heroin,1711263,5,0.29
2842,Nebraska,2000,Methadone,1711263,5,0.29
2843,Nebraska,2000,Other narcotics,1711263,10,0.58
2844,Nebraska,2000,Other opioids,1711263,5,0.29
2845,Nebraska,2001,Cocaine,1719836,5,0.29
2846,Nebraska,2001,Heroin,1719836,5,0.29
2847,Nebraska,2001,Methadone,1719836,5,0.29
2848,Nebraska,2001,Other narcotics,1719836,15,0.87
2849,Nebraska,2001,Other opioids,1719836,16,0.93
2850,Nebraska,2002,Cocaine,1728292,5,0.29
2851,Nebraska,2002,Heroin,1728292,5,0.29
2852,Nebraska,2002,Methadone,1728292,5,0.29
2853,Nebraska,2002,Other narcotics,1728292,10,0.58
2854,Nebraska,2002,Other opioids,1728292,11,0.64
2855,Nebraska,2003,Cocaine,1738643,5,0.29
2856,Nebraska,2003,Heroin,1738643,5,0.29
2857,Nebraska,2003,Methadone,1738643,5,0.29
2858,Nebraska,2003,Other narcotics,1738643,10,0.58
2859,Nebraska,2003,Other opioids,1738643,11,0.63
2860,Nebraska,2004,Cocaine,1749370,5,0.29
2861,Nebraska,2004,Heroin,1749370,5,0.29
2862,Nebraska,2004,Methadone,1749370,5,0.29
2863,Nebraska,2004,Other narcotics,1749370,10,0.57
2864,Nebraska,2004,Other opioids,1749370,20,1.14
2865,Nebraska,2005,Cocaine,1761497,5,0.28
2866,Nebraska,2005,Heroin,1761497,5,0.28
2867,Nebraska,2005,Methadone,1761497,12,0.68
2868,Nebraska,2005,Other narcotics,1761497,10,0.57
2869,Nebraska,2005,Other opioids,1761497,25,1.42
2870,Nebraska,2006,Cocaine,1772693,5,0.28
2871,Nebraska,2006,Heroin,1772693,5,0.28
2872,Nebraska,2006,Methadone,1772693,10,0.56
2873,Nebraska,2006,Other narcotics,1772693,10,0.56
2874,Nebraska,2006,Other opioids,1772693,18,1.02
2875,Nebraska,2007,Cocaine,1783440,5,0.28
2876,Nebraska,2007,Heroin,1783440,5,0.28
2877,Nebraska,2007,Methadone,1783440,14,0.78
2878,Nebraska,2007,Other narcotics,1783440,10,0.56
2879,Nebraska,2007,Other opioids,1783440,23,1.29
2880,Nebraska,2008,Cocaine,1796378,5,0.28
2881,Nebraska,2008,Heroin,1796378,5,0.28
2882,Nebraska,2008,Methadone,1796378,10,0.56
2883,Nebraska,2008,Other narcotics,1796378,10,0.56
2884,Nebraska,2008,Other opioids,1796378,14,0.78
2885,Nebraska,2009,Cocaine,1812683,5,0.28
2886,Nebraska,2009,Heroin,1812683,5,0.28
2887,Nebraska,2009,Methadone,1812683,20,1.1
2888,Nebraska,2009,Other narcotics,1812683,16,0.88
2889,Nebraska,2009,Other opioids,1812683,36,1.99
2890,Nebraska,2010,Cocaine,1826341,5,0.27
2891,Nebraska,2010,Heroin,1826341,5,0.27
2892,Nebraska,2010,Methadone,1826341,15,0.82
2893,Nebraska,2010,Other narcotics,1826341,26,1.42
2894,Nebraska,2010,Other opioids,1826341,35,1.92
2895,Nebraska,2011,Cocaine,1842641,10,0.54
2896,Nebraska,2011,Heroin,1842641,5,0.27
2897,Nebraska,2011,Methadone,1842641,19,1.03
2898,Nebraska,2011,Other narcotics,1842641,10,0.54
2899,Nebraska,2011,Other opioids,1842641,33,1.79
2900,Nebraska,2012,Cocaine,1855525,5,0.27
2901,Nebraska,2012,Heroin,1855525,5,0.27
2902,Nebraska,2012,Methadone,1855525,23,1.24
2903,Nebraska,2012,Other narcotics,1855525,16,0.86
2904,Nebraska,2012,Other opioids,1855525,30,1.62
2905,Nebraska,2013,Cocaine,1868516,5,0.27
2906,Nebraska,2013,Heroin,1868516,5,0.27
2907,Nebraska,2013,Methadone,1868516,5,0.27
2908,Nebraska,2013,Other narcotics,1868516,10,0.54
2909,Nebraska,2013,Other opioids,1868516,34,1.82
2910,Nebraska,2014,Cocaine,1881503,5,0.27
2911,Nebraska,2014,Heroin,1881503,5,0.27
2912,Nebraska,2014,Methadone,1881503,5,0.27
2913,Nebraska,2014,Other narcotics,1881503,18,0.96
2914,Nebraska,2014,Other opioids,1881503,32,1.7
2915,Nebraska,2015,Cocaine,1896190,5,0.26
2916,Nebraska,2015,Heroin,1896190,5,0.26
2917,Nebraska,2015,Methadone,1896190,12,0.63
2918,Nebraska,2015,Other narcotics,1896190,19,1.0
2919,Nebraska,2015,Other opioids,1896190,33,1.74
2920,Nebraska,2016,Cocaine,1907116,10,0.52
2921,Nebraska,2016,Heroin,1907116,5,0.26
2922,Nebraska,2016,Methadone,1907116,5,0.26
2923,Nebraska,2016,Other narcotics,1907116,19,1.0
2924,Nebraska,2016,Other opioids,1907116,24,1.26
2925,Nebraska,2017,Cocaine,1920076,5,0.26
2926,Nebraska,2017,Heroin,1920076,5,0.26
2927,Nebraska,2017,Methadone,1920076,5,0.26
2928,Nebraska,2017,Other narcotics,1920076,30,1.56
2929,Nebraska,2017,Other opioids,1920076,34,1.77
2930,Nebraska,2018,Cocaine,1929268,5,0.26
2931,Nebraska,2018,Heroin,1929268,10,0.52
2932,Nebraska,2018,Methadone,1929268,5,0.26
2933,Nebraska,2018,Other narcotics,1929268,32,1.66
2934,Nebraska,2018,Other opioids,1929268,38,1.97
2935,Nebraska,2019,Cocaine,1934408,5,0.26
2936,Nebraska,2019,Heroin,1934408,15,0.78
2937,Nebraska,2019,Methadone,1934408,5,0.26
2938,Nebraska,2019,Other narcotics,1934408,32,1.65
2939,Nebraska,2019,Other opioids,1934408,38,1.96
2940,Nevada,1999,Cocaine,1934718,65,3.36
2941,Nevada,1999,Heroin,1934718,44,2.27
2942,Nevada,1999,Methadone,1934718,19,0.98
2943,Nevada,1999,Other narcotics,1934718,39,2.02
2944,Nevada,1999,Other opioids,1934718,90,4.65
2945,Nevada,2000,Cocaine,1998257,101,5.05
2946,Nevada,2000,Heroin,1998257,42,2.1
2947,Nevada,2000,Methadone,1998257,29,1.45
2948,Nevada,2000,Other narcotics,1998257,39,1.95
2949,Nevada,2000,Other opioids,1998257,110,5.5
2950,Nevada,2001,Cocaine,2098399,73,3.48
2951,Nevada,2001,Heroin,2098399,25,1.19
2952,Nevada,2001,Methadone,2098399,52,2.48
2953,Nevada,2001,Other narcotics,2098399,58,2.76
2954,Nevada,2001,Other opioids,2098399,97,4.62
2955,Nevada,2002,Cocaine,2173791,90,4.14
2956,Nevada,2002,Heroin,2173791,39,1.79
2957,Nevada,2002,Methadone,2173791,59,2.71
2958,Nevada,2002,Other narcotics,2173791,96,4.42
2959,Nevada,2002,Other opioids,2173791,110,5.06
2960,Nevada,2003,Cocaine,2248850,118,5.25
2961,Nevada,2003,Heroin,2248850,36,1.6
2962,Nevada,2003,Methadone,2248850,57,2.53
2963,Nevada,2003,Other narcotics,2248850,92,4.09
2964,Nevada,2003,Other opioids,2248850,129,5.74
2965,Nevada,2004,Cocaine,2346222,98,4.18
2966,Nevada,2004,Heroin,2346222,30,1.28
2967,Nevada,2004,Methadone,2346222,98,4.18
2968,Nevada,2004,Other narcotics,2346222,120,5.11
2969,Nevada,2004,Other opioids,2346222,108,4.6
2970,Nevada,2005,Cocaine,2432143,120,4.93
2971,Nevada,2005,Heroin,2432143,48,1.97
2972,Nevada,2005,Methadone,2432143,103,4.23
2973,Nevada,2005,Other narcotics,2432143,92,3.78
2974,Nevada,2005,Other opioids,2432143,167,6.87
2975,Nevada,2006,Cocaine,2522658,106,4.2
2976,Nevada,2006,Heroin,2522658,37,1.47
2977,Nevada,2006,Methadone,2522658,117,4.64
2978,Nevada,2006,Other narcotics,2522658,90,3.57
2979,Nevada,2006,Other opioids,2522658,189,7.49
2980,Nevada,2007,Cocaine,2601072,111,4.27
2981,Nevada,2007,Heroin,2601072,44,1.69
2982,Nevada,2007,Methadone,2601072,127,4.88
2983,Nevada,2007,Other narcotics,2601072,84,3.23
2984,Nevada,2007,Other opioids,2601072,200,7.69
2985,Nevada,2008,Cocaine,2653630,88,3.32
2986,Nevada,2008,Heroin,2653630,31,1.17
2987,Nevada,2008,Methadone,2653630,121,4.56
2988,Nevada,2008,Other narcotics,2653630,102,3.84
2989,Nevada,2008,Other opioids,2653630,232,8.74
2990,Nevada,2009,Cocaine,2684665,70,2.61
2991,Nevada,2009,Heroin,2684665,22,0.82
2992,Nevada,2009,Methadone,2684665,138,5.14
2993,Nevada,2009,Other narcotics,2684665,114,4.25
2994,Nevada,2009,Other opioids,2684665,280,10.43
2995,Nevada,2010,Cocaine,2700551,57,2.11
2996,Nevada,2010,Heroin,2700551,19,0.7
2997,Nevada,2010,Methadone,2700551,109,4.04
2998,Nevada,2010,Other narcotics,2700551,117,4.33
2999,Nevada,2010,Other opioids,2700551,339,12.55
3000,Nevada,2011,Cocaine,2723322,64,2.35
3001,Nevada,2011,Heroin,2723322,41,1.51
3002,Nevada,2011,Methadone,2723322,106,3.89
3003,Nevada,2011,Other narcotics,2723322,118,4.33
3004,Nevada,2011,Other opioids,2723322,337,12.37
3005,Nevada,2012,Cocaine,2758931,49,1.78
3006,Nevada,2012,Heroin,2758931,45,1.63
3007,Nevada,2012,Methadone,2758931,76,2.75
3008,Nevada,2012,Other narcotics,2758931,85,3.08
3009,Nevada,2012,Other opioids,2758931,331,12.0
3010,Nevada,2013,Cocaine,2790136,62,2.22
3011,Nevada,2013,Heroin,2790136,49,1.76
3012,Nevada,2013,Methadone,2790136,76,2.72
3013,Nevada,2013,Other narcotics,2790136,85,3.05
3014,Nevada,2013,Other opioids,2790136,261,9.35
3015,Nevada,2014,Cocaine,2839099,41,1.44
3016,Nevada,2014,Heroin,2839099,65,2.29
3017,Nevada,2014,Methadone,2839099,70,2.47
3018,Nevada,2014,Other narcotics,2839099,86,3.03
3019,Nevada,2014,Other opioids,2839099,238,8.38
3020,Nevada,2015,Cocaine,2890845,52,1.8
3021,Nevada,2015,Heroin,2890845,87,3.01
3022,Nevada,2015,Methadone,2890845,64,2.21
3023,Nevada,2015,Other narcotics,2890845,91,3.15
3024,Nevada,2015,Other opioids,2890845,289,10.0
3025,Nevada,2016,Cocaine,2940058,51,1.73
3026,Nevada,2016,Heroin,2940058,93,3.16
3027,Nevada,2016,Methadone,2940058,58,1.97
3028,Nevada,2016,Other narcotics,2940058,105,3.57
3029,Nevada,2016,Other opioids,2940058,253,8.61
3030,Nevada,2017,Cocaine,2998039,56,1.87
3031,Nevada,2017,Heroin,2998039,98,3.27
3032,Nevada,2017,Methadone,2998039,55,1.83
3033,Nevada,2017,Other narcotics,2998039,92,3.07
3034,Nevada,2017,Other opioids,2998039,262,8.74
3035,Nevada,2018,Cocaine,3034392,59,1.94
3036,Nevada,2018,Heroin,3034392,110,3.63
3037,Nevada,2018,Methadone,3034392,34,1.12
3038,Nevada,2018,Other narcotics,3034392,102,3.36
3039,Nevada,2018,Other opioids,3034392,231,7.61
3040,Nevada,2019,Cocaine,3080156,66,2.14
3041,Nevada,2019,Heroin,3080156,129,4.19
3042,Nevada,2019,Methadone,3080156,34,1.1
3043,Nevada,2019,Other narcotics,3080156,133,4.32
3044,Nevada,2019,Other opioids,3080156,178,5.78
3045,New Hampshire,1999,Cocaine,1222014,5,0.41
3046,New Hampshire,1999,Heroin,1222014,5,0.41
3047,New Hampshire,1999,Methadone,1222014,5,0.41
3048,New Hampshire,1999,Other narcotics,1222014,21,1.72
3049,New Hampshire,1999,Other opioids,1222014,18,1.47
3050,New Hampshire,2000,Cocaine,1235786,5,0.4
3051,New Hampshire,2000,Heroin,1235786,5,0.4
3052,New Hampshire,2000,Methadone,1235786,5,0.4
3053,New Hampshire,2000,Other narcotics,1235786,18,1.46
3054,New Hampshire,2000,Other opioids,1235786,5,0.4
3055,New Hampshire,2001,Cocaine,1255517,13,1.04
3056,New Hampshire,2001,Heroin,1255517,5,0.4
3057,New Hampshire,2001,Methadone,1255517,12,0.96
3058,New Hampshire,2001,Other narcotics,1255517,29,2.31
3059,New Hampshire,2001,Other opioids,1255517,18,1.43
3060,New Hampshire,2002,Cocaine,1269089,23,1.81
3061,New Hampshire,2002,Heroin,1269089,5,0.39
3062,New Hampshire,2002,Methadone,1269089,34,2.68
3063,New Hampshire,2002,Other narcotics,1269089,36,2.84
3064,New Hampshire,2002,Other opioids,1269089,18,1.42
3065,New Hampshire,2003,Cocaine,1279840,26,2.03
3066,New Hampshire,2003,Heroin,1279840,5,0.39
3067,New Hampshire,2003,Methadone,1279840,39,3.05
3068,New Hampshire,2003,Other narcotics,1279840,42,3.28
3069,New Hampshire,2003,Other opioids,1279840,27,2.11
3070,New Hampshire,2004,Cocaine,1290121,37,2.87
3071,New Hampshire,2004,Heroin,1290121,5,0.39
3072,New Hampshire,2004,Methadone,1290121,30,2.33
3073,New Hampshire,2004,Other narcotics,1290121,30,2.33
3074,New Hampshire,2004,Other opioids,1290121,29,2.25
3075,New Hampshire,2005,Cocaine,1298492,37,2.85
3076,New Hampshire,2005,Heroin,1298492,5,0.39
3077,New Hampshire,2005,Methadone,1298492,52,4.0
3078,New Hampshire,2005,Other narcotics,1298492,43,3.31
3079,New Hampshire,2005,Other opioids,1298492,23,1.77
3080,New Hampshire,2006,Cocaine,1308389,42,3.21
3081,New Hampshire,2006,Heroin,1308389,5,0.38
3082,New Hampshire,2006,Methadone,1308389,45,3.44
3083,New Hampshire,2006,Other narcotics,1308389,41,3.13
3084,New Hampshire,2006,Other opioids,1308389,37,2.83
3085,New Hampshire,2007,Cocaine,1312540,41,3.12
3086,New Hampshire,2007,Heroin,1312540,5,0.38
3087,New Hampshire,2007,Methadone,1312540,65,4.95
3088,New Hampshire,2007,Other narcotics,1312540,38,2.9
3089,New Hampshire,2007,Other opioids,1312540,57,4.34
3090,New Hampshire,2008,Cocaine,1315906,15,1.14
3091,New Hampshire,2008,Heroin,1315906,11,0.84
3092,New Hampshire,2008,Methadone,1315906,21,1.6
3093,New Hampshire,2008,Other narcotics,1315906,26,1.98
3094,New Hampshire,2008,Other opioids,1315906,48,3.65
3095,New Hampshire,2009,Cocaine,1316102,27,2.05
3096,New Hampshire,2009,Heroin,1316102,24,1.82
3097,New Hampshire,2009,Methadone,1316102,45,3.42
3098,New Hampshire,2009,Other narcotics,1316102,35,2.66
3099,New Hampshire,2009,Other opioids,1316102,46,3.5
3100,New Hampshire,2010,Cocaine,1316470,23,1.75
3101,New Hampshire,2010,Heroin,1316470,13,0.99
3102,New Hampshire,2010,Methadone,1316470,32,2.43
3103,New Hampshire,2010,Other narcotics,1316470,33,2.51
3104,New Hampshire,2010,Other opioids,1316470,64,4.86
3105,New Hampshire,2011,Cocaine,1318194,25,1.9
3106,New Hampshire,2011,Heroin,1318194,43,3.26
3107,New Hampshire,2011,Methadone,1318194,33,2.5
3108,New Hampshire,2011,Other narcotics,1318194,34,2.58
3109,New Hampshire,2011,Other opioids,1318194,66,5.01
3110,New Hampshire,2012,Cocaine,1320718,20,1.51
3111,New Hampshire,2012,Heroin,1320718,39,2.95
3112,New Hampshire,2012,Methadone,1320718,27,2.04
3113,New Hampshire,2012,Other narcotics,1320718,41,3.1
3114,New Hampshire,2012,Other opioids,1320718,57,4.32
3115,New Hampshire,2013,Cocaine,1323459,33,2.49
3116,New Hampshire,2013,Heroin,1323459,69,5.21
3117,New Hampshire,2013,Methadone,1323459,14,1.06
3118,New Hampshire,2013,Other narcotics,1323459,41,3.1
3119,New Hampshire,2013,Other opioids,1323459,64,4.84
3120,New Hampshire,2014,Cocaine,1326813,37,2.79
3121,New Hampshire,2014,Heroin,1326813,100,7.54
3122,New Hampshire,2014,Methadone,1326813,30,2.26
3123,New Hampshire,2014,Other narcotics,1326813,162,12.21
3124,New Hampshire,2014,Other opioids,1326813,81,6.1
3125,New Hampshire,2015,Cocaine,1330608,50,3.76
3126,New Hampshire,2015,Heroin,1330608,82,6.16
3127,New Hampshire,2015,Methadone,1330608,25,1.88
3128,New Hampshire,2015,Other narcotics,1330608,292,21.94
3129,New Hampshire,2015,Other opioids,1330608,63,4.73
3130,New Hampshire,2016,Cocaine,1334795,73,5.47
3131,New Hampshire,2016,Heroin,1334795,35,2.62
3132,New Hampshire,2016,Methadone,1334795,30,2.25
3133,New Hampshire,2016,Other narcotics,1334795,374,28.02
3134,New Hampshire,2016,Other opioids,1334795,71,5.32
3135,New Hampshire,2017,Cocaine,1342795,54,4.02
3136,New Hampshire,2017,Heroin,1342795,28,2.09
3137,New Hampshire,2017,Methadone,1342795,15,1.12
3138,New Hampshire,2017,Other narcotics,1342795,383,28.52
3139,New Hampshire,2017,Other opioids,1342795,55,4.1
3140,New Hampshire,2018,Cocaine,1356458,70,5.16
3141,New Hampshire,2018,Heroin,1356458,12,0.88
3142,New Hampshire,2018,Methadone,1356458,5,0.37
3143,New Hampshire,2018,Other narcotics,1356458,398,29.34
3144,New Hampshire,2018,Other opioids,1356458,36,2.65
3145,New Hampshire,2019,Cocaine,1359711,82,6.03
3146,New Hampshire,2019,Heroin,1359711,5,0.37
3147,New Hampshire,2019,Methadone,1359711,5,0.37
3148,New Hampshire,2019,Other narcotics,1359711,356,26.18
3149,New Hampshire,2019,Other opioids,1359711,38,2.79
3150,New Jersey,1999,Cocaine,8359592,182,2.18
3151,New Jersey,1999,Heroin,8359592,216,2.58
3152,New Jersey,1999,Methadone,8359592,27,0.32
3153,New Jersey,1999,Other narcotics,8359592,80,0.96
3154,New Jersey,1999,Other opioids,8359592,101,1.21
3155,New Jersey,2000,Cocaine,8414350,186,2.21
3156,New Jersey,2000,Heroin,8414350,215,2.56
3157,New Jersey,2000,Methadone,8414350,18,0.21
3158,New Jersey,2000,Other narcotics,8414350,86,1.02
3159,New Jersey,2000,Other opioids,8414350,78,0.93
3160,New Jersey,2001,Cocaine,8492671,198,2.33
3161,New Jersey,2001,Heroin,8492671,206,2.43
3162,New Jersey,2001,Methadone,8492671,30,0.35
3163,New Jersey,2001,Other narcotics,8492671,125,1.47
3164,New Jersey,2001,Other opioids,8492671,97,1.14
3165,New Jersey,2002,Cocaine,8552643,247,2.89
3166,New Jersey,2002,Heroin,8552643,246,2.88
3167,New Jersey,2002,Methadone,8552643,49,0.57
3168,New Jersey,2002,Other narcotics,8552643,158,1.85
3169,New Jersey,2002,Other opioids,8552643,98,1.15
3170,New Jersey,2003,Cocaine,8601402,231,2.69
3171,New Jersey,2003,Heroin,8601402,223,2.59
3172,New Jersey,2003,Methadone,8601402,55,0.64
3173,New Jersey,2003,Other narcotics,8601402,123,1.43
3174,New Jersey,2003,Other opioids,8601402,119,1.38
3175,New Jersey,2004,Cocaine,8634561,200,2.32
3176,New Jersey,2004,Heroin,8634561,123,1.42
3177,New Jersey,2004,Methadone,8634561,51,0.59
3178,New Jersey,2004,Other narcotics,8634561,97,1.12
3179,New Jersey,2004,Other opioids,8634561,91,1.05
3180,New Jersey,2005,Cocaine,8651974,335,3.87
3181,New Jersey,2005,Heroin,8651974,174,2.01
3182,New Jersey,2005,Methadone,8651974,79,0.91
3183,New Jersey,2005,Other narcotics,8651974,122,1.41
3184,New Jersey,2005,Other opioids,8651974,133,1.54
3185,New Jersey,2006,Cocaine,8661679,215,2.48
3186,New Jersey,2006,Heroin,8661679,106,1.22
3187,New Jersey,2006,Methadone,8661679,74,0.85
3188,New Jersey,2006,Other narcotics,8661679,117,1.35
3189,New Jersey,2006,Other opioids,8661679,141,1.63
3190,New Jersey,2007,Cocaine,8677885,176,2.03
3191,New Jersey,2007,Heroin,8677885,105,1.21
3192,New Jersey,2007,Methadone,8677885,81,0.93
3193,New Jersey,2007,Other narcotics,8677885,83,0.96
3194,New Jersey,2007,Other opioids,8677885,139,1.6
3195,New Jersey,2008,Cocaine,8711090,155,1.78
3196,New Jersey,2008,Heroin,8711090,118,1.35
3197,New Jersey,2008,Methadone,8711090,54,0.62
3198,New Jersey,2008,Other narcotics,8711090,79,0.91
3199,New Jersey,2008,Other opioids,8711090,132,1.52
3200,New Jersey,2009,Cocaine,8755602,19,0.22
3201,New Jersey,2009,Heroin,8755602,19,0.22
3202,New Jersey,2009,Methadone,8755602,5,0.06
3203,New Jersey,2009,Other narcotics,8755602,21,0.24
3204,New Jersey,2009,Other opioids,8755602,16,0.18
3205,New Jersey,2010,Cocaine,8791894,156,1.77
3206,New Jersey,2010,Heroin,8791894,98,1.11
3207,New Jersey,2010,Methadone,8791894,48,0.55
3208,New Jersey,2010,Other narcotics,8791894,96,1.09
3209,New Jersey,2010,Other opioids,8791894,180,2.05
3210,New Jersey,2011,Cocaine,8821155,130,1.47
3211,New Jersey,2011,Heroin,8821155,135,1.53
3212,New Jersey,2011,Methadone,8821155,65,0.74
3213,New Jersey,2011,Other narcotics,8821155,104,1.18
3214,New Jersey,2011,Other opioids,8821155,235,2.66
3215,New Jersey,2012,Cocaine,8864590,173,1.95
3216,New Jersey,2012,Heroin,8864590,307,3.46
3217,New Jersey,2012,Methadone,8864590,71,0.8
3218,New Jersey,2012,Other narcotics,8864590,84,0.95
3219,New Jersey,2012,Other opioids,8864590,232,2.62
3220,New Jersey,2013,Cocaine,8899339,213,2.39
3221,New Jersey,2013,Heroin,8899339,395,4.44
3222,New Jersey,2013,Methadone,8899339,74,0.83
3223,New Jersey,2013,Other narcotics,8899339,111,1.25
3224,New Jersey,2013,Other opioids,8899339,248,2.79
3225,New Jersey,2014,Cocaine,8938175,202,2.26
3226,New Jersey,2014,Heroin,8938175,436,4.88
3227,New Jersey,2014,Methadone,8938175,53,0.59
3228,New Jersey,2014,Other narcotics,8938175,162,1.81
3229,New Jersey,2014,Other opioids,8938175,250,2.8
3230,New Jersey,2015,Cocaine,8958013,220,2.46
3231,New Jersey,2015,Heroin,8958013,513,5.73
3232,New Jersey,2015,Methadone,8958013,56,0.63
3233,New Jersey,2015,Other narcotics,8958013,317,3.54
3234,New Jersey,2015,Other opioids,8958013,245,2.73
3235,New Jersey,2016,Cocaine,8944469,419,4.68
3236,New Jersey,2016,Heroin,8944469,873,9.76
3237,New Jersey,2016,Methadone,8944469,87,0.97
3238,New Jersey,2016,Other narcotics,8944469,781,8.73
3239,New Jersey,2016,Other opioids,8944469,368,4.11
3240,New Jersey,2017,Cocaine,9005644,583,6.47
3241,New Jersey,2017,Heroin,9005644,1101,12.23
3242,New Jersey,2017,Methadone,9005644,86,0.95
3243,New Jersey,2017,Other narcotics,9005644,1500,16.66
3244,New Jersey,2017,Other opioids,9005644,437,4.85
3245,New Jersey,2018,Cocaine,8908520,901,10.11
3246,New Jersey,2018,Heroin,8908520,1304,14.64
3247,New Jersey,2018,Methadone,8908520,124,1.39
3248,New Jersey,2018,Other narcotics,8908520,2337,26.23
3249,New Jersey,2018,Other opioids,8908520,418,4.69
3250,New Jersey,2019,Cocaine,8882190,903,10.17
3251,New Jersey,2019,Heroin,8882190,1019,11.47
3252,New Jersey,2019,Methadone,8882190,113,1.27
3253,New Jersey,2019,Other narcotics,8882190,2333,26.27
3254,New Jersey,2019,Other opioids,8882190,372,4.19
3255,New Mexico,1999,Cocaine,1808082,125,6.91
3256,New Mexico,1999,Heroin,1808082,23,1.27
3257,New Mexico,1999,Methadone,1808082,34,1.88
3258,New Mexico,1999,Other narcotics,1808082,41,2.27
3259,New Mexico,1999,Other opioids,1808082,118,6.53
3260,New Mexico,2000,Cocaine,1819046,96,5.28
3261,New Mexico,2000,Heroin,1819046,41,2.25
3262,New Mexico,2000,Methadone,1819046,26,1.43
3263,New Mexico,2000,Other narcotics,1819046,32,1.76
3264,New Mexico,2000,Other opioids,1819046,105,5.77
3265,New Mexico,2001,Cocaine,1831690,77,4.2
3266,New Mexico,2001,Heroin,1831690,22,1.2
3267,New Mexico,2001,Methadone,1831690,27,1.47
3268,New Mexico,2001,Other narcotics,1831690,27,1.47
3269,New Mexico,2001,Other opioids,1831690,88,4.8
3270,New Mexico,2002,Cocaine,1855309,99,5.34
3271,New Mexico,2002,Heroin,1855309,23,1.24
3272,New Mexico,2002,Methadone,1855309,33,1.78
3273,New Mexico,2002,Other narcotics,1855309,23,1.24
3274,New Mexico,2002,Other opioids,1855309,142,7.65
3275,New Mexico,2003,Cocaine,1877574,120,6.39
3276,New Mexico,2003,Heroin,1877574,26,1.38
3277,New Mexico,2003,Methadone,1877574,37,1.97
3278,New Mexico,2003,Other narcotics,1877574,31,1.65
3279,New Mexico,2003,Other opioids,1877574,147,7.83
3280,New Mexico,2004,Cocaine,1903808,99,5.2
3281,New Mexico,2004,Heroin,1903808,34,1.79
3282,New Mexico,2004,Methadone,1903808,44,2.31
3283,New Mexico,2004,Other narcotics,1903808,21,1.1
3284,New Mexico,2004,Other opioids,1903808,102,5.36
3285,New Mexico,2005,Cocaine,1932274,121,6.26
3286,New Mexico,2005,Heroin,1932274,47,2.43
3287,New Mexico,2005,Methadone,1932274,29,1.5
3288,New Mexico,2005,Other narcotics,1932274,18,0.93
3289,New Mexico,2005,Other opioids,1932274,134,6.93
3290,New Mexico,2006,Cocaine,1962137,119,6.06
3291,New Mexico,2006,Heroin,1962137,21,1.07
3292,New Mexico,2006,Methadone,1962137,58,2.96
3293,New Mexico,2006,Other narcotics,1962137,29,1.48
3294,New Mexico,2006,Other opioids,1962137,169,8.61
3295,New Mexico,2007,Cocaine,1990070,118,5.93
3296,New Mexico,2007,Heroin,1990070,30,1.51
3297,New Mexico,2007,Methadone,1990070,53,2.66
3298,New Mexico,2007,Other narcotics,1990070,31,1.56
